insp,RT,SERIALNO,DIVISION,PUMA00,PUMA10,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BATH,BDSP,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,MHP,MRGI,MRGP,MRGT,MRGX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SINK,SMP,STOV,TEL,TEN,TOIL,VACS,VALP,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACRP,FAGSP,FBATHP,FBDSP,FBLDP,FBUSP,FCONP,FELEP,FFSP,FFULP,FGASP,FHFLP,FINSP,FKITP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FPLMP,FREFRP,FRMSP,FRNTMP,FRNTP,FRWATP,FRWATPRP,FSINKP,FSMP,FSMXHP,FSMXSP,FSTOVP,FTAXP,FTELP,FTENP,FTOILP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,FFINCP,FGRNTP,FHINCP,FSMOCP
,H,2011000001324,1,4300,-9,1,25,1053874,1073094,61,2,1,,,1,2,5,,,70,2,900,70,4,,,,,,1,5,2,750,1,9,1,,1,1,3,1,,,1,1,1,1,18000,4,965,64,1,1,18000,0,4,4,4,1,1,1,6,0,2,0,0,0,,0,1,0,0,0,0,2,,,1,0,,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,100,71,59,63,21,22,66,18,115,18,97,57,91,102,70,66,51,62,57,85,54,15,94,112,51,52,23,58,62,68,53,20,59,72,94,78,18,18,67,23,58,104,20,17,66,65,102,49,55,58,73,97,53,58,21,20,101,104,83,52,22,63,55,52,85,102,57,108,20,86,16,67,23,18,56,69,72,53,18,0,0,0,
2300,H,2011000001343,1,4800,-9,1,25,1053874,1073094,25,6,1,1,,1,4,2,2,0,190,2,2,160,1,,2,2300,2,1,1,12,,,1,9,1,840,1,1,1,1,,800000,2,620,8,1,204050,3,,,1,1,204050,0,3,3,3,1,1,1,4,4,6,0,0,4,25,0,1,0,1,0,0,1,4201,2,0,1,63,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,47,39,43,27,8,26,38,21,24,42,26,9,8,7,25,24,25,45,27,28,8,7,7,28,36,29,7,23,28,8,25,40,47,48,30,22,19,39,26,27,7,7,7,21,36,26,8,32,22,7,28,38,44,39,24,23,23,7,26,26,52,57,52,27,9,27,49,25,27,43,23,7,7,7,26,28,25,8,0,,0,0
590,H,2011000001355,1,4100,-9,1,25,1053874,1073094,17,1,1,1,,1,2,2,2,0,200,2,2,300,1,,1,1600,1,1,1,4,,,1,9,1,,1,1,1,1,,226000,1,240,1,,,,,,1,4,58000,0,4,4,4,1,1,1,4,0,,0,0,0,44,0,1,0,0,1,0,1,2120,3,0,1,38,,,,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,29,5,15,17,24,16,26,31,4,5,20,16,16,17,31,6,15,20,15,26,6,27,14,20,4,17,5,5,33,31,19,15,18,17,6,31,13,17,18,4,30,5,17,20,24,17,28,27,6,5,21,17,16,17,34,6,15,15,14,35,5,29,16,16,5,15,4,5,27,30,16,20,15,15,6,32,18,19,20,5,0,,1,1
770,H,2011000001369,1,100,-9,1,25,1053874,1073094,3,2,1,1,,1,3,2,2,0,50,2,1300,50,5,,2,530,1,1,1,8,,,1,9,1,,1,1,1,1,,84000,4,450,3,1,62000,4,,,1,1,62000,0,4,4,4,1,1,1,1,0,2,0,0,0,16,0,1,0,0,0,0,1,840,3,0,1,20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1,3,3,5,5,6,2,3,1,5,3,0,3,3,2,7,6,4,1,3,5,1,4,4,4,2,1,5,4,4,1,3,1,2,6,2,3,1,0,7,2,3,3,6,5,3,4,3,1,5,3,1,2,4,3,10,4,3,2,3,3,1,6,3,4,2,1,6,3,3,1,3,1,1,4,4,0,,0,0
1200,H,2011000001426,1,3600,-9,1,25,1053874,1073094,21,3,1,2,1,1,5,2,2,0,90,2,3500,3,4,,2,530,2,1,1,7,,,1,9,1,,1,1,1,1,,290000,3,310,5,6,21600,4,,,1,2,44400,0,4,4,4,1,1,1,7,0,2,0,1,0,35,1,1,0,0,2,0,1,1280,3,0,1,41,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,21,26,39,22,26,29,38,43,36,21,32,23,36,17,21,18,24,37,6,7,19,21,6,22,19,7,6,6,7,22,6,20,6,25,24,20,22,8,6,7,21,24,8,23,17,6,6,6,7,23,7,25,8,25,20,23,22,6,38,35,23,21,37,17,21,41,36,32,29,20,24,25,39,19,25,23,21,38,39,0,,0,0
,H,2011000001451,1,1000,-9,1,25,1053874,1073094,0,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2500,H,2011000001481,1,3400,-9,1,25,1053874,1073094,12,4,1,,,1,3,4,,330,100,2,2,40,1,,2,3700,2,1,1,10,,,1,9,1,,1,1,1,1,,900000,1,500,1,1,159500,2,,,1,1,159500,0,2,2,2,1,1,1,3,2,4,0,0,2,39,0,1,0,1,0,0,1,5120,3,0,0,66,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,13,4,11,15,4,13,17,4,4,26,11,11,17,13,22,10,14,4,10,20,12,23,14,10,18,11,4,19,18,4,12,12,4,9,3,12,12,17,15,4,11,3,11,14,4,11,26,4,4,19,12,10,20,11,19,15,10,2,12,18,11,18,9,13,21,11,3,18,18,4,15,13,4,17,3,13,12,26,0,,0,1
,H,2011000001506,1,3303,-9,1,25,1053874,1073094,10,1,1,,,1,1,9,,,50,1,2,50,3,,,,,,1,3,2,180,1,9,1,,1,1,3,1,,,0,2,5,,,,280,26,2,4,12900,0,4,4,4,1,2,1,3,0,,0,0,0,,0,1,0,0,1,1,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,11,3,10,13,10,5,4,10,12,2,13,10,25,34,13,20,4,12,10,10,8,3,8,13,12,3,3,12,14,3,15,12,18,16,10,19,3,7,13,10,9,4,11,21,12,4,2,8,12,3,16,9,19,28,8,18,3,9,8,14,9,3,7,15,14,3,2,9,11,3,18,9,25,19,10,18,3,7,0,0,1,
,H,2011000001508,1,4200,-9,1,25,1053874,1073094,27,1,1,,,1,2,4,,,30,2,2,100,1,,,,,,1,4,2,880,1,9,1,,1,1,3,1,,,2,2,4,,,,1010,20,3,4,60000,0,4,4,4,1,1,1,1,0,,0,0,0,,0,1,0,0,0,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,26,25,26,28,51,53,60,27,7,28,42,25,24,44,26,8,10,38,40,36,27,27,35,27,7,10,8,23,47,22,8,22,25,8,29,41,36,40,43,34,27,30,38,25,7,9,10,29,46,24,9,28,22,7,21,42,47,9,8,27,24,24,27,25,42,48,55,20,7,32,39,26,22,48,33,7,8,7,0,0,0,
1300,H,2011000001572,1,3400,-9,1,25,1053874,1073094,16,4,1,1,,1,3,2,2,0,110,2,1200,250,1,,1,2800,1,1,1,8,,,1,9,1,,1,1,1,1,,757000,1,860,1,1,238000,1,,,1,1,238000,0,1,1,1,1,1,1,1,2,4,0,0,2,17,0,1,0,1,0,0,1,3332,3,0,1,66,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,16,16,15,4,30,6,15,26,31,26,14,6,28,14,13,19,15,16,22,26,19,16,16,25,5,32,15,5,4,7,17,29,5,16,15,17,18,20,5,5,17,16,19,5,30,5,18,29,27,25,16,5,26,16,16,15,17,17,28,30,17,16,15,25,5,24,15,4,5,5,16,26,5,15,16,15,17,16,0,,0,1
,H,2011000001611,1,4500,-9,1,25,1053874,1073094,0,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
500,H,2011000001656,1,1400,-9,1,25,1053874,1073094,20,4,1,1,,1,3,2,2,0,200,2,3000,3,4,,2,1100,2,1,1,8,,,1,9,1,,1,1,1,1,,400000,4,200,1,2,230750,4,,,1,1,230750,0,4,4,4,1,1,1,6,0,4,0,0,0,12,0,1,0,0,0,0,1,2317,3,0,1,66,3,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35,6,31,21,18,18,24,17,21,7,36,20,24,34,34,24,5,6,20,7,20,23,22,6,35,36,40,38,6,19,17,36,6,19,17,6,23,22,7,21,33,7,30,23,24,16,19,22,18,7,36,21,20,31,37,17,7,7,18,7,23,17,17,6,29,38,40,31,8,20,22,37,6,21,20,7,17,21,6,1,,1,1
,H,2011000001684,1,2900,-9,1,25,1053874,1073094,16,3,1,,,1,3,4,,,40,2,2,30,1,,,,,,1,6,2,1400,1,9,1,,1,1,3,1,,,1,2,2,5,75100,2,1470,23,3,2,75100,0,2,2,2,1,1,1,1,2,3,0,0,2,,0,1,0,1,0,0,1,,,1,0,,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,26,17,24,28,14,26,5,18,17,20,5,18,25,19,5,5,17,14,17,4,35,16,26,27,17,31,5,16,14,17,4,15,23,20,5,4,15,14,16,25,5,16,5,4,16,4,30,14,19,17,38,16,3,15,34,26,14,15,13,23,6,15,6,5,15,7,28,17,18,16,25,18,5,18,26,23,15,13,19,1,1,1,
700,H,2011000001709,1,800,-9,1,25,1053874,1073094,18,3,1,1,,1,2,2,2,0,90,2,2200,100,6,,2,1000,2,1,1,7,,,1,9,1,,1,1,1,1,,200000,2,400,1,1,96000,2,,,1,1,96000,0,2,2,2,1,1,1,4,1,3,0,0,1,22,0,1,0,1,0,0,1,1764,3,0,1,48,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,28,36,29,42,21,15,26,30,14,29,31,20,21,19,20,30,18,19,6,16,7,6,6,7,19,15,5,6,15,4,5,17,21,22,20,5,19,17,5,19,7,6,5,6,20,17,5,7,21,4,6,20,14,15,16,6,19,18,38,16,37,32,28,33,18,17,30,35,17,29,31,18,18,17,19,26,20,20,0,,0,0
800,H,2011000001768,1,4300,-9,1,25,1053874,1073094,74,6,1,1,,1,4,2,2,0,50,2,3000,3,4,,1,2800,1,1,1,10,,,1,9,1,,1,1,1,1,,375000,3,1100,4,1,163000,3,,,1,1,163000,0,3,3,3,1,1,1,4,4,6,0,0,4,23,0,1,0,1,0,0,2,3192,3,0,1,48,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,79,148,84,79,73,22,73,75,121,23,122,96,74,83,21,23,122,97,77,124,69,26,74,71,92,114,70,60,24,110,18,26,75,79,106,121,20,66,77,26,68,124,75,83,91,24,74,68,112,20,106,116,66,65,25,26,119,69,84,122,69,27,76,74,86,126,69,70,23,99,25,26,74,71,111,142,23,72,72,24,0,,0,1
,H,2011000001779,1,4100,-9,1,25,1053874,1073094,14,3,1,,,1,2,9,,,80,2,2,30,1,,,,,,1,3,2,1000,1,9,1,,1,1,3,1,,,1,1,4,7,50200,2,1110,27,1,3,50200,0,2,2,2,1,1,1,2,1,3,0,0,1,,0,1,0,1,0,0,1,,,1,0,,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,14,13,12,12,16,4,3,4,14,24,12,5,13,13,3,10,26,21,23,25,14,13,14,14,13,4,4,4,11,20,13,3,12,14,3,13,21,4,3,4,11,16,12,12,13,17,24,21,16,4,12,22,14,14,25,13,3,3,4,4,14,15,12,14,13,22,27,28,13,3,13,22,13,15,21,14,5,30,0,0,0,
,H,2011000001821,1,200,-9,1,25,1053874,1073094,17,0,1,2,,1,4,2,2,,,,,,,,,,,,1,7,,,1,9,1,,1,,,1,5,,,,6,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,2,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,21,5,24,5,18,24,32,30,17,6,30,18,15,17,16,5,5,17,16,15,18,33,5,28,17,5,5,5,16,32,5,15,17,18,17,32,29,16,14,18,18,5,26,5,20,27,26,31,17,5,31,17,16,19,17,5,5,18,19,19,18,28,5,29,19,5,6,4,18,30,5,17,16,20,18,28,30,17,0,,0,
2000,H,2011000001830,1,2400,-9,1,25,1053874,1073094,21,3,1,1,,1,3,2,2,0,70,2,1400,3,6,,1,1300,1,1,1,6,,,1,9,1,,1,1,1,1,,260000,2,200,3,8,45000,1,,,1,3,87000,0,1,1,1,1,1,1,3,1,2,0,1,1,21,4,1,0,1,0,0,1,1504,3,0,1,58,1,14,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,19,20,23,37,53,28,28,31,25,21,29,29,35,34,15,33,23,6,6,19,25,19,24,6,5,27,17,6,21,20,8,6,6,4,17,6,16,34,36,25,29,15,23,50,40,19,19,27,22,20,32,38,35,36,24,31,19,5,7,21,19,15,16,5,7,17,23,5,20,19,5,9,7,5,19,5,30,48,0,,0,0
,H,2011000001980,1,2400,-9,1,25,1053874,1073094,25,1,1,,,1,1,8,,,20,2,1,1,3,,,,,,1,4,2,520,1,9,1,,1,1,3,1,,,0,1,1,,,,540,35,1,6,18700,0,4,4,4,1,1,1,5,0,,0,0,0,,0,1,0,0,1,1,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,25,26,40,38,33,38,8,38,8,27,9,8,27,30,27,26,24,26,32,6,33,39,20,24,7,25,22,24,30,9,23,25,40,43,6,7,46,7,40,21,23,24,6,8,19,5,42,8,44,34,51,38,22,29,29,25,25,24,21,37,8,8,25,25,39,26,28,28,30,61,24,25,9,6,42,42,5,29,0,0,1,
0,H,2011000002088,1,500,-9,1,25,1053874,1073094,17,2,1,2,1,1,3,2,2,0,200,2,2,140,1,,2,2500,1,1,1,7,,,1,9,1,,1,1,1,1,,346000,1,1000,5,4,70500,4,,,1,1,70500,0,4,4,4,1,1,1,6,0,2,0,0,0,50,0,1,0,0,2,1,1,2923,3,0,1,60,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,4,33,5,18,19,17,20,17,21,31,5,18,15,5,6,19,28,17,16,6,19,17,17,5,26,34,33,35,5,17,20,31,6,17,17,6,17,31,37,22,5,31,5,18,15,16,21,20,19,29,5,20,18,5,4,17,31,17,15,5,21,16,19,5,25,31,31,27,6,14,15,26,5,19,19,5,20,33,0,,0,0
700,H,2011000002124,1,1900,-9,1,25,1053874,1073094,13,1,1,1,,1,3,2,2,0,170,2,1500,3,4,,1,1200,1,1,1,6,,,1,9,1,,1,1,1,1,,185000,1,500,3,,,,,,1,6,45000,0,4,4,4,1,1,1,7,0,,0,0,0,41,0,1,0,0,1,1,1,1537,3,0,1,42,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25,19,6,4,20,13,4,23,23,10,15,4,20,15,11,18,4,10,11,14,4,3,25,19,4,14,23,3,5,16,9,21,14,13,17,14,26,11,14,14,29,19,4,4,19,9,4,21,27,11,13,3,17,18,14,16,3,13,9,17,3,4,25,21,5,10,23,4,4,15,14,35,12,12,12,16,25,8,0,,1,1
1200,H,2011000002139,1,1600,-9,1,25,1053874,1073094,21,4,1,1,,1,3,2,2,0,200,2,4000,50,4,,2,1300,1,1,1,9,,,1,9,1,100,1,1,1,1,,400000,2,250,6,7,85000,3,,,1,3,135040,0,3,3,3,1,1,1,5,2,3,0,1,2,19,3,1,0,1,0,0,1,2104,2,0,1,64,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,17,6,22,17,7,23,29,7,6,32,20,22,33,24,36,15,23,5,19,39,20,29,24,21,30,24,7,27,44,6,23,27,7,20,7,23,18,27,24,5,18,8,22,23,5,21,35,6,8,39,26,19,36,23,29,23,19,6,24,34,21,43,19,24,32,27,6,29,30,5,18,21,7,23,6,24,22,45,0,,0,0
1000,H,2011000002164,1,500,-9,1,25,1053874,1073094,24,2,1,1,,1,4,2,2,0,130,2,1300,110,1,,2,860,2,1,1,8,,,1,9,1,,1,1,1,1,,245000,1,330,1,8,85020,4,,,1,3,85020,0,4,4,4,1,1,1,7,0,2,0,0,0,22,0,1,0,0,1,1,1,1586,3,0,1,43,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,25,25,8,38,28,23,49,25,26,40,25,23,23,42,7,8,8,7,25,47,22,26,7,44,23,25,44,22,25,40,24,25,25,50,7,9,7,6,20,41,24,26,7,47,25,27,46,24,26,42,22,27,25,37,8,8,8,7,23,37,25,26,6,41,23,25,41,25,24,43,26,24,26,41,8,8,8,8,20,0,,0,0
,H,2011000002180,1,2300,-9,1,25,1053874,1073094,0,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
500,H,2011000002196,1,2700,-9,1,25,1053874,1073094,15,2,1,1,,1,3,2,2,0,100,2,2,150,1,,1,1800,1,1,1,8,,,1,9,1,150,1,1,1,1,,450000,1,500,1,7,68000,2,,,1,3,68000,0,2,2,2,1,1,1,5,1,2,0,0,1,40,0,1,0,1,0,0,1,2242,2,0,1,43,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,21,16,18,24,16,4,5,5,15,14,15,15,17,27,26,25,15,25,25,13,5,17,16,4,17,31,29,21,15,16,13,16,16,3,4,4,16,25,21,13,5,15,14,5,17,27,24,29,14,15,16,14,14,4,3,4,16,6,5,15,25,14,15,29,18,5,5,4,17,15,16,14,14,25,28,29,16,4,0,,0,0
520,H,2011000002202,1,2500,-9,1,25,1053874,1073094,22,1,1,1,,1,3,2,2,0,50,2,2800,3,4,,,,,3,1,6,,,1,9,1,,1,1,2,1,,27500,1,60,1,,,,,,1,6,50000,0,4,4,4,1,1,1,7,0,,0,0,0,11,0,1,0,0,1,1,1,439,,0,1,24,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,22,8,20,8,6,6,7,16,25,6,6,21,5,7,22,18,24,24,40,21,39,23,42,23,23,23,23,36,33,21,20,37,19,22,38,35,43,32,19,5,20,5,24,9,6,9,7,17,23,6,7,26,6,7,20,20,21,24,49,22,35,18,31,18,27,26,23,49,42,26,20,36,19,21,32,41,30,37,27,0,,0,0
970,H,2011000002246,1,2700,-9,1,25,1053874,1073094,10,2,1,1,,1,2,2,2,0,70,2,2100,3,4,,,,,3,1,5,,,1,9,1,,1,1,2,1,,380000,2,320,3,4,26600,4,,,1,1,26600,0,4,4,4,1,1,1,7,0,2,0,0,0,29,0,1,0,0,2,2,1,653,,0,1,48,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,10,11,3,9,10,14,16,3,3,16,9,4,18,18,9,9,10,15,11,11,9,8,18,10,11,3,3,16,16,3,10,18,3,2,12,10,10,3,10,9,8,10,3,10,11,17,16,3,4,19,10,3,18,16,11,9,9,20,10,8,10,8,15,9,9,3,3,16,17,4,11,18,3,3,9,8,11,1,,1,0
550,H,2011000002291,1,800,-9,1,25,1053874,1073094,11,1,1,1,,1,2,3,2,0,20,2,2,50,1,,2,480,2,1,1,4,,,1,9,1,,1,1,1,1,,160000,1,280,6,,,,,,1,6,65000,0,4,4,4,1,1,1,6,0,,0,0,0,15,0,1,0,0,0,0,1,794,3,0,1,33,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,11,13,11,10,19,14,4,22,11,18,10,3,11,3,17,14,19,3,4,10,11,12,10,12,23,13,3,21,13,21,12,3,11,3,19,10,3,16,20,11,11,12,10,11,4,12,14,4,11,3,11,17,10,20,4,11,3,18,17,12,11,10,12,12,4,11,17,3,10,3,12,15,14,20,3,11,20,0,,0,1
,H,2011000002309,1,4600,-9,1,25,1053874,1073094,0,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,H,2011000002314,1,1100,-9,1,25,1053874,1073094,34,4,1,,,1,2,4,,,80,2,2,170,1,,,,,,1,5,2,800,1,9,1,,1,1,3,1,,,2,1,1,2,60000,3,1050,21,3,1,60000,0,1,1,1,1,1,1,5,2,4,0,0,2,,0,1,0,1,0,0,2,,,1,0,,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,45,11,11,30,32,32,27,37,57,31,11,55,33,62,45,10,36,11,53,53,33,10,9,32,32,36,39,39,55,40,10,48,37,60,37,10,33,8,10,12,45,54,63,31,30,39,33,33,8,27,58,11,36,14,38,56,37,61,11,13,32,53,55,32,36,44,27,38,11,34,66,10,34,9,31,51,31,54,55,0,0,0,
0,H,2011000002345,1,4300,-9,1,25,1053874,1073094,22,4,1,1,,1,0,2,2,0,220,2,2000,3,4,,2,1600,1,1,1,1,,,1,9,1,200,1,1,1,1,,280000,2,900,1,2,86000,3,,,1,1,86000,0,3,3,3,1,1,1,4,2,4,0,0,2,32,0,1,0,1,0,0,1,2262,2,0,1,41,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,24,25,24,6,22,36,21,6,7,21,23,7,39,23,36,55,23,22,37,8,25,25,22,5,22,32,24,6,7,20,21,6,29,21,38,33,20,21,35,7,24,22,19,7,21,36,22,7,7,20,18,7,44,22,36,43,21,24,36,7,23,19,28,7,25,40,21,8,5,27,22,7,40,21,36,27,23,24,0,,0,0
