insp,RT,SERIALNO,DIVISION,PUMA00,PUMA10,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BATH,BDSP,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,MHP,MRGI,MRGP,MRGT,MRGX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SINK,SMP,STOV,TEL,TEN,TOIL,VACS,VALP,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACRP,FAGSP,FBATHP,FBDSP,FBLDP,FBUSP,FCONP,FELEP,FFSP,FFULP,FGASP,FHFLP,FINSP,FKITP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FPLMP,FREFRP,FRMSP,FRNTMP,FRNTP,FRWATP,FRWATPRP,FSINKP,FSMP,FSMXHP,FSMXSP,FSTOVP,FTAXP,FTELP,FTENP,FTOILP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,FFINCP,FGRNTP,FHINCP,FSMOCP
,H,2011000002401,1,4200,-9,1,25,1053874,1073094,0,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
450,H,2011000002420,1,1800,-9,1,25,1053874,1073094,47,2,1,1,,1,2,2,2,0,70,2,2,140,1,,,,,3,1,4,,,1,9,1,,1,1,2,1,,110000,2,180,1,1,225000,4,,,3,1,225000,0,4,4,4,1,1,1,3,0,2,0,0,0,2,0,1,0,0,0,0,2,388,,0,1,27,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,41,60,64,14,75,41,48,14,12,15,55,49,85,15,40,81,45,49,74,80,89,50,41,49,46,13,81,60,53,52,14,83,44,49,14,40,15,14,43,44,50,62,87,11,65,51,45,12,17,16,52,52,81,11,47,86,48,50,86,93,84,41,43,46,50,17,75,46,48,47,14,85,53,41,12,37,14,15,49,1,,1,0
,H,2011000002453,1,4400,-9,1,25,1053874,1073094,9,1,1,,,1,1,5,,,30,1,2,40,1,,,,,,1,5,2,400,1,9,1,,1,1,3,1,,,0,1,1,,,,470,59,3,6,9600,0,4,4,4,1,2,1,7,0,,0,0,0,,0,1,0,0,1,1,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,10,10,2,20,3,10,21,15,14,9,3,16,9,9,9,10,9,18,16,9,8,10,16,2,18,10,2,3,2,9,17,3,10,9,9,9,9,3,2,9,10,7,3,20,4,8,16,16,16,8,2,14,9,10,10,11,9,19,17,9,9,9,16,3,15,8,2,3,3,10,15,2,11,10,9,9,9,0,0,0,
1000,H,2011000002460,1,4400,-9,1,25,1053874,1073094,20,3,1,2,1,1,3,2,2,0,150,2,2,50,1,,2,1600,2,1,1,6,,,1,9,1,,1,1,1,1,,375000,2,300,3,1,86600,2,,,1,1,86600,0,2,2,2,1,1,1,4,1,3,0,0,1,30,0,1,0,1,0,0,1,2150,3,0,1,41,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,47,7,17,23,38,7,20,17,6,23,17,7,23,20,24,8,30,22,6,6,8,40,16,16,5,30,23,16,33,24,18,35,19,19,18,36,7,21,7,6,7,40,15,22,6,36,19,20,26,19,21,39,17,16,21,30,5,22,36,30,35,6,18,25,39,7,18,20,5,19,20,6,24,18,25,7,34,21,0,,0,0
,H,2011000002490,1,4400,-9,1,25,1053874,1073094,11,1,1,,,1,1,6,,,60,1,2,1,1,,,,,,1,2,2,580,1,9,1,,1,1,3,1,,,1,2,1,,,,640,58,1,4,13200,0,4,4,4,1,1,1,2,0,,0,0,0,,0,1,0,0,0,0,2,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,10,22,4,3,11,13,16,15,11,2,11,3,4,19,11,22,11,10,12,16,10,25,3,3,9,9,13,22,10,3,12,3,4,19,10,19,11,10,12,4,12,2,25,14,11,11,11,3,9,16,12,20,17,3,9,3,10,10,12,4,10,4,21,18,12,12,10,3,10,17,11,18,17,4,10,4,13,10,12,0,0,0,
,H,2011000002616,1,4200,-9,1,25,1053874,1073094,0,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,H,2011000002627,1,1000,-9,1,25,1053874,1073094,0,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,H,2011000002682,1,3200,-9,1,25,1053874,1073094,0,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,H,2011000002696,1,3400,-9,1,25,1053874,1073094,0,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,H,2011000002783,1,3700,-9,1,25,1053874,1073094,14,1,1,,,1,1,9,,,1,2,1,1,1,,,,,,1,4,2,270,1,9,1,,1,1,3,1,,,1,1,6,,,,270,23,1,6,14200,0,4,4,4,1,1,1,1,0,,0,0,0,,0,1,0,0,1,1,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,4,13,4,6,4,4,14,15,4,4,13,5,3,12,13,14,15,20,15,26,14,18,12,15,13,14,23,23,14,13,21,13,11,21,22,17,21,13,23,14,24,13,22,24,24,23,13,13,25,24,13,21,23,14,16,14,13,5,14,4,15,4,12,13,14,11,4,3,9,11,4,14,13,4,4,4,3,15,0,0,0,
0,H,2011000002822,1,4100,-9,1,25,1053874,1073094,23,2,1,2,1,1,3,2,2,0,110,2,2,190,1,,,,,3,1,6,,,1,9,1,,1,1,2,1,,35000,2,200,4,4,27500,4,,,1,1,27500,0,4,4,4,1,1,1,7,0,2,0,0,0,17,0,1,0,0,2,2,1,385,,0,1,18,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,6,25,6,40,23,9,6,26,21,27,19,25,41,20,6,32,22,38,36,23,8,22,5,36,21,6,5,21,19,25,24,23,42,21,5,39,27,40,40,23,6,21,7,39,22,6,6,20,23,18,24,22,39,22,8,43,18,37,39,22,6,22,7,39,25,5,7,18,23,18,21,26,33,24,6,36,28,42,36,0,,0,0
1200,H,2011000002840,1,1800,-9,1,25,1053874,1073094,17,2,1,2,1,1,4,2,2,0,130,2,2,80,1,,2,1800,2,1,1,9,,,1,9,1,,1,1,1,1,,600000,2,250,7,1,97000,4,,,1,1,97000,0,4,4,4,1,1,1,5,0,2,0,0,0,37,0,1,0,0,0,0,1,2964,3,0,1,68,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,15,15,13,5,16,15,33,4,31,27,17,16,4,5,33,19,16,28,18,6,17,14,18,30,16,16,5,28,6,5,16,15,22,27,5,20,15,28,16,5,15,15,14,23,20,15,4,26,6,5,18,15,27,26,6,21,18,5,17,25,15,13,17,5,17,17,30,5,27,28,22,20,5,4,26,17,15,4,0,,0,0
,H,2011000002909,1,3302,-9,1,25,1053874,1073094,0,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
680,H,2011000002941,1,1700,-9,1,25,1053874,1073094,67,1,1,,,1,3,4,,0,260,2,2,30,1,,1,1300,1,1,1,7,,,1,9,1,,1,1,1,1,,160000,1,1200,1,,,,,,1,4,14800,0,4,4,4,1,1,1,4,0,,0,0,0,101,0,1,0,0,0,0,2,1690,3,0,0,38,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77,122,68,85,19,75,22,17,88,60,113,94,26,75,71,60,23,90,27,75,63,28,60,76,89,18,85,106,50,65,18,21,100,89,77,54,103,56,96,81,57,103,75,60,24,101,22,25,80,61,113,100,30,66,80,58,17,75,20,66,83,27,68,68,90,19,92,86,85,63,21,20,104,73,59,73,142,60,136,0,,1,0
900,H,2011000003208,1,3700,-9,1,25,1053874,1073094,21,3,1,1,,1,2,3,2,220,50,2,2,40,1,,2,2100,1,1,1,5,,,1,9,1,,1,1,1,1,,300000,2,350,4,7,25000,1,,,3,3,77000,0,1,1,1,1,1,1,4,1,2,0,1,1,39,4,1,0,1,0,0,1,2514,3,0,1,40,1,13,13,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,30,8,45,22,6,6,9,20,47,4,18,21,22,25,41,37,19,17,22,28,30,6,32,22,5,5,5,18,43,8,24,23,25,29,33,42,16,25,19,24,6,41,10,23,33,33,25,20,5,44,24,15,18,23,8,8,17,27,21,20,6,31,8,18,48,50,37,22,8,34,20,28,17,19,9,6,17,15,23,15,1,,1,1
1800,H,2011000003284,1,2600,-9,1,25,1053874,1073094,15,5,1,1,,1,5,2,2,0,130,2,2,250,1,,,,,3,1,12,,,1,9,1,,1,1,2,1,,1000000,2,2000,1,1,77600,2,,,1,1,77600,0,2,2,2,1,1,1,5,3,5,0,0,3,23,0,1,0,1,0,0,1,1480,,0,1,67,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,17,24,23,18,24,27,17,14,14,15,25,17,24,14,25,21,28,27,14,14,15,4,4,15,4,6,15,16,12,15,4,14,5,16,5,4,4,5,14,15,14,4,4,13,5,4,15,13,13,13,5,13,4,14,5,4,5,6,14,16,15,26,25,15,26,22,17,16,18,16,27,17,29,16,25,23,24,20,14,0,,0,1
1300,H,2011000003335,1,500,-9,1,25,1053874,1073094,11,1,1,1,,1,2,3,2,180,50,2,2,30,1,,2,1200,1,1,1,5,,,1,9,1,,1,1,1,1,,250000,2,700,15,,,,,,1,6,0,0,4,4,4,1,1,1,1,0,,0,0,0,,0,1,0,0,0,0,1,1626,3,0,1,35,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,3,14,21,22,15,9,11,9,10,10,3,3,3,13,17,12,2,10,29,11,3,10,12,28,14,12,11,11,17,11,3,2,4,12,13,12,3,12,3,9,20,10,5,3,5,12,18,10,11,10,27,18,15,10,3,10,18,7,3,15,17,10,4,3,3,8,12,10,13,15,20,20,18,12,3,7,16,12,23,0,,0,1
650,H,2011000003403,1,2000,-9,1,25,1053874,1073094,13,2,1,1,,1,3,2,2,0,50,2,2,130,1,,2,500,2,1,1,5,,,1,9,1,,1,1,1,1,,180000,2,400,1,2,84000,4,,,3,1,84000,0,4,4,4,1,2,1,6,0,2,0,0,0,15,0,1,0,0,2,0,1,1025,3,0,1,43,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,12,12,12,12,18,11,10,4,3,21,21,4,13,21,5,5,12,14,12,4,13,12,14,14,4,13,12,22,23,4,4,20,12,3,21,24,12,13,12,3,12,15,13,13,3,11,13,22,24,4,3,23,14,3,20,19,11,13,13,22,13,13,13,14,22,13,13,3,3,21,23,4,11,22,4,4,13,14,0,,0,0
700,H,2011000003434,1,200,-9,1,25,1053874,1073094,5,2,1,1,,1,2,2,2,0,100,2,2,3,6,,,,,3,1,5,,,1,9,1,,1,1,2,1,,300000,3,2,5,4,44480,4,,,1,1,44480,0,4,4,4,1,1,1,5,0,2,0,0,0,11,0,1,0,0,2,2,1,408,,0,1,42,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,4,8,7,1,2,4,5,5,4,9,2,5,5,5,10,1,8,5,4,1,6,1,1,10,8,5,4,5,4,1,9,4,4,5,1,9,2,6,5,7,5,7,9,2,1,4,5,5,4,7,1,5,4,5,9,2,8,4,5,1,5,2,1,8,9,5,6,5,5,1,8,5,6,6,2,7,2,0,,0,0
630,H,2011000003508,1,2200,-9,1,25,1053874,1073094,5,1,1,1,,1,3,2,2,0,40,2,1900,3,4,,,,,3,1,7,,,1,9,1,,1,1,2,1,,278000,2,790,1,,,,,,1,4,12000,0,4,4,4,1,1,1,7,0,,0,0,0,53,0,1,0,0,1,1,1,534,,0,1,38,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,9,10,5,7,1,10,2,6,2,2,7,6,6,6,5,6,6,10,1,2,6,6,9,6,5,5,6,10,4,7,1,2,7,10,2,9,2,5,6,7,9,8,5,6,3,11,2,7,2,2,6,6,6,5,5,6,4,11,1,1,6,6,9,7,6,5,7,7,5,6,1,2,9,10,2,10,0,,1,0
700,H,2011000003520,1,4800,-9,1,25,1053874,1073094,31,2,1,1,,1,5,2,2,0,70,2,150,160,1,,1,1200,1,1,1,10,,,1,9,1,500,1,1,1,1,,650000,2,200,5,3,83700,4,,,1,1,83700,0,4,4,4,1,1,1,5,0,2,0,0,0,28,0,1,0,0,2,2,2,1960,2,0,1,46,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,53,32,30,56,51,30,52,50,30,30,31,33,46,30,50,33,56,55,32,8,9,31,29,9,8,35,9,8,32,32,24,28,11,33,9,34,10,11,30,44,56,35,29,48,64,33,45,57,29,31,31,34,62,28,49,32,50,47,30,12,8,32,31,10,10,31,9,9,31,34,29,28,12,31,8,29,7,9,28,0,,0,0
,H,2011000003543,1,1800,-9,1,25,1053874,1073094,0,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,H,2011000003568,1,3301,-9,1,25,1053874,1073094,11,2,1,,,1,2,8,,,1,2,2,1,1,,,,,,1,4,2,800,1,9,1,,1,1,3,1,,,0,1,6,7,30000,4,800,32,4,3,30000,0,4,4,4,1,2,1,4,0,2,0,0,0,,0,1,0,0,0,0,1,,,1,0,,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,21,13,12,11,4,12,10,17,4,13,15,14,12,3,4,14,11,10,17,12,4,10,12,11,17,13,10,2,19,3,3,15,12,18,16,3,12,10,18,12,3,13,12,12,15,13,13,3,16,4,3,9,7,28,14,4,13,11,3,10,18,14,12,13,3,14,10,22,4,28,16,10,10,3,2,14,10,12,4,0,0,0,
,H,2011000003626,1,2300,-9,1,25,1053874,1073094,41,0,1,,,1,2,8,,,,,,,,,,,,,1,4,2,900,1,9,1,,1,,,1,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,2,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,39,59,38,45,55,11,39,46,63,13,69,65,45,44,11,12,68,42,46,77,12,37,81,72,69,39,14,70,43,41,34,36,9,14,46,32,38,11,37,12,66,43,11,13,11,40,72,12,53,38,43,47,67,62,38,33,32,73,59,36,47,14,43,54,41,68,47,45,12,77,13,13,37,38,71,74,11,38,15,0,,0,
,H,2011000003648,1,3301,-9,1,25,1053874,1073094,20,2,1,,,1,1,6,,,10,2,2,30,1,,,,,,1,3,2,1300,1,9,1,,1,1,3,1,,,1,1,6,,,,1340,101,1,5,8000,0,4,4,4,1,1,1,1,0,,0,1,0,,2,1,0,0,0,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,21,6,25,17,37,28,5,4,34,22,6,36,41,17,20,5,20,22,17,22,24,5,19,22,34,30,5,5,28,22,8,31,36,22,22,5,22,17,20,16,26,8,16,24,31,43,6,6,33,14,5,38,27,18,20,6,19,21,17,19,18,5,22,21,41,39,6,6,32,17,6,34,33,21,21,5,20,27,0,0,0,
800,H,2011000003665,1,1300,-9,1,25,1053874,1073094,22,4,1,1,,1,4,2,2,0,80,2,2,270,1,,1,2800,1,1,1,8,,,1,9,1,,1,1,1,1,,600000,2,1200,1,2,160000,1,,,1,1,160000,0,1,1,1,1,1,1,3,2,4,0,0,2,24,0,1,0,1,0,0,1,3250,3,0,1,64,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,20,45,6,36,22,24,23,20,27,22,7,37,18,27,51,38,19,25,17,18,36,22,22,24,31,5,7,7,6,42,22,28,8,33,18,25,39,7,8,6,16,42,6,37,19,26,23,21,18,26,6,35,21,23,36,37,24,24,26,19,35,22,24,20,29,7,6,5,7,44,25,19,7,38,24,21,43,5,0,,0,0
0,H,2011000003717,1,400,-9,1,25,1053874,1073094,12,2,1,1,,1,2,3,2,330,70,2,2,40,1,,,,,3,1,6,,,1,9,1,,1,1,2,1,,350000,2,1,8,2,85900,4,,,1,1,85900,0,4,4,4,1,1,1,4,0,2,0,0,0,10,0,1,0,0,2,2,1,740,,0,1,47,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,24,3,10,18,17,23,11,4,20,12,10,13,11,3,3,12,12,14,13,4,16,4,14,21,19,18,10,3,20,11,12,12,10,4,4,14,14,15,12,3,19,3,9,19,19,19,13,3,21,10,10,13,14,3,3,15,11,10,12,4,16,3,12,14,16,20,11,4,21,11,10,14,13,3,3,15,13,12,0,,0,0
,H,2011000003851,1,1600,-9,1,25,1053874,1073094,0,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
400,H,2011000003908,1,1700,-9,1,25,1053874,1073094,16,2,1,1,,1,4,2,2,0,80,2,2,20,1,,2,360,2,1,1,7,,,1,9,1,,1,1,1,1,,90000,3,350,1,5,78920,4,,,1,2,78920,0,4,4,4,1,1,1,7,0,2,0,0,0,10,0,1,0,0,1,1,1,689,3,0,1,32,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,16,27,21,17,19,23,17,17,4,15,6,15,17,23,6,5,27,19,4,19,21,22,39,22,6,18,5,20,17,7,12,4,20,24,15,13,18,4,19,29,21,6,20,21,12,4,11,5,24,19,24,21,18,15,26,25,6,23,27,18,6,17,5,4,24,16,31,17,16,27,16,26,5,5,15,14,17,24,0,,0,0
,H,2011000004018,1,1600,-9,1,25,1053874,1073094,0,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,H,2011000004063,1,1600,-9,1,25,1053874,1073094,0,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,H,2011000004108,1,3100,-9,1,25,1053874,1073094,0,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,H,2011000004171,1,3200,-9,1,25,1053874,1073094,9,2,1,,,1,2,4,,,80,2,2,20,1,,,,,,1,5,2,1900,1,9,1,,1,1,3,1,,,2,1,1,,,,2000,13,1,7,192000,0,4,4,4,1,1,1,2,0,,0,1,0,,4,1,0,0,0,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,10,2,2,10,9,11,2,15,3,9,16,14,13,9,3,20,10,3,3,17,14,7,9,3,2,16,10,11,10,15,8,9,9,2,7,9,15,8,10,10,10,3,2,8,9,8,2,16,2,10,19,15,16,9,2,17,8,2,3,15,14,7,9,3,3,16,10,10,8,18,10,9,10,3,10,9,16,9,0,0,0,
600,H,2011000004192,1,2200,-9,1,25,1053874,1073094,14,1,1,1,,1,5,2,2,0,140,2,4000,3,4,,2,1700,1,1,1,12,,,1,9,1,240,1,1,1,1,,330000,5,300,2,,,,,,1,4,32000,0,4,4,4,1,1,1,6,0,,0,0,0,93,0,1,0,0,0,0,1,2488,2,0,1,50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,16,5,22,4,18,14,12,13,16,15,26,4,13,13,5,4,14,25,14,14,4,15,14,13,4,24,23,25,22,5,14,14,29,5,16,14,5,12,5,4,12,18,6,25,13,13,14,14,17,15,4,23,20,14,21,26,16,4,13,19,25,16,14,15,22,5,4,5,5,23,15,11,5,24,13,13,19,17,23,0,,1,1
