insp,RT,SERIALNO,DIVISION,PUMA00,PUMA10,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BATH,BDSP,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,MHP,MRGI,MRGP,MRGT,MRGX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SINK,SMP,STOV,TEL,TEN,TOIL,VACS,VALP,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACRP,FAGSP,FBATHP,FBDSP,FBLDP,FBUSP,FCONP,FELEP,FFSP,FFULP,FGASP,FHFLP,FINSP,FKITP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FPLMP,FREFRP,FRMSP,FRNTMP,FRNTP,FRWATP,FRWATPRP,FSINKP,FSMP,FSMXHP,FSMXSP,FSTOVP,FTAXP,FTELP,FTENP,FTOILP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,FFINCP,FGRNTP,FHINCP,FSMOCP
950,H,2011000004223,1,4700,-9,1,25,1053874,1073094,19,4,1,1,,1,4,2,2,0,140,2,2400,3,4,,2,1100,1,1,1,10,,,1,9,1,400,1,1,1,1,,150000,2,960,1,1,129000,2,,,1,1,129000,0,2,2,2,1,1,1,4,2,4,0,0,2,19,0,1,0,1,0,0,1,1999,2,0,1,52,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,19,20,19,4,21,30,20,33,31,6,24,8,21,20,6,16,5,19,39,36,17,21,27,5,18,36,23,31,31,4,16,6,15,19,6,17,7,21,30,34,23,19,20,5,19,38,18,48,30,5,18,6,21,22,6,18,5,19,25,31,18,19,20,5,17,40,20,35,33,6,19,5,18,18,6,22,5,23,0,,0,0
1200,H,2011000004281,1,2300,-9,1,25,1053874,1073094,12,4,1,,,1,3,4,,0,70,2,1500,30,1,,,,,3,1,7,,,1,9,1,,1,1,2,1,,200000,2,500,1,1,87000,2,,,4,1,87000,0,2,2,2,1,1,1,5,2,4,0,0,2,9,0,1,0,1,0,0,1,659,,0,0,47,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,4,16,3,13,11,12,20,13,19,12,11,20,11,4,18,24,5,4,14,12,5,14,3,15,14,12,22,13,22,13,12,20,14,2,19,23,4,25,13,15,26,10,22,12,10,13,3,13,4,12,16,4,12,23,4,5,23,18,11,12,19,13,22,13,16,12,6,13,4,13,12,4,11,21,4,3,22,4,0,,0,0
,H,2011000004498,1,2700,-9,1,25,1053874,1073094,12,1,1,,,1,1,8,,,20,1,2,1,1,,,,,,1,4,2,1200,1,9,1,,1,1,3,1,,,0,1,5,,,,1220,55,1,6,26500,0,4,4,4,1,1,1,4,0,,0,0,0,,0,1,0,0,0,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,12,18,11,2,11,3,19,13,4,4,10,13,12,12,13,22,13,19,3,20,12,19,12,3,12,3,21,11,4,4,11,11,11,12,12,20,11,20,3,21,14,20,10,4,11,3,19,12,4,3,11,11,10,11,11,19,12,22,3,21,12,19,11,3,13,4,14,13,3,4,11,11,12,13,14,21,9,19,0,0,1,
,H,2011000004524,1,200,-9,1,25,1053874,1073094,5,1,1,,,1,1,5,,,20,1,2600,3,4,,,,,,1,4,2,500,1,9,1,,1,1,3,1,,,1,2,1,,,,737,80,1,6,11000,0,4,4,4,1,1,1,5,0,,0,0,0,,0,1,0,0,1,1,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,6,5,6,2,1,9,2,6,5,11,10,10,6,6,2,7,6,1,6,10,9,1,1,6,6,6,6,11,2,5,5,5,9,2,6,6,9,7,9,6,5,6,6,8,10,1,9,6,5,1,1,2,5,6,9,2,5,10,6,2,2,8,10,6,4,6,6,1,9,5,6,5,2,9,6,6,2,5,0,1,0,
1000,H,2011000004547,1,3700,-9,1,25,1053874,1073094,11,1,1,1,,1,3,2,2,0,60,2,2000,3,4,,,,,3,1,6,,,1,9,1,,1,1,2,1,,249000,1,1200,3,,,,,,1,4,20504,0,4,4,4,1,1,1,7,0,,0,0,0,41,0,1,0,0,1,1,1,693,,0,1,46,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,4,10,4,10,12,3,11,2,18,17,11,11,11,4,11,16,12,9,3,4,16,10,20,10,12,19,13,19,2,3,10,12,11,19,11,3,10,10,4,3,17,10,16,12,8,19,11,17,4,5,8,9,12,21,11,3,11,9,23,17,3,11,3,14,9,3,10,4,20,17,13,10,10,2,9,21,11,12,0,,1,0
,H,2011000004750,1,3302,-9,1,25,1053874,1073094,47,2,1,,,1,2,5,,,100,2,2,100,1,,,,,,1,4,2,950,1,9,1,,1,1,3,1,,,0,1,1,,,,1150,27,1,7,50900,0,4,4,4,1,1,1,1,0,,0,1,0,,0,1,0,0,0,0,2,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,45,49,15,40,54,72,76,13,12,74,53,13,88,84,48,47,13,43,40,51,52,46,18,50,47,69,77,16,17,83,54,12,91,88,44,44,12,42,49,45,47,39,88,40,48,14,15,80,77,21,45,59,17,14,44,49,82,44,49,46,48,49,68,44,55,16,14,89,80,15,51,70,15,14,51,51,75,38,53,0,0,1,
,H,2011000004767,1,2500,-9,1,25,1053874,1073094,21,2,1,,,1,1,9,,,70,2,2,3,3,,,,,,1,3,2,1300,1,9,1,,1,1,3,1,,,1,1,6,2,90000,4,1370,18,4,1,90000,0,4,4,4,1,1,1,3,0,2,0,0,0,,0,1,0,0,0,0,1,,,1,0,,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,26,16,15,27,14,27,10,22,6,9,27,17,29,26,8,16,16,28,38,18,4,6,6,23,29,10,16,43,27,15,29,33,27,26,28,30,5,11,23,36,18,22,30,7,31,15,20,6,30,28,21,21,7,5,20,19,32,19,6,25,33,40,38,15,5,27,29,18,23,22,7,6,21,13,16,8,33,19,0,0,0,
,H,2011000004815,1,3301,-9,1,25,1053874,1073094,33,0,1,,,1,0,9,,,,,,,,,,,,,1,1,,,1,9,1,,1,,,1,7,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,2,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,45,24,56,30,39,60,29,76,8,10,31,31,38,56,35,12,36,10,30,10,44,34,43,30,39,51,35,59,10,11,34,32,31,61,34,8,32,13,39,51,11,32,12,36,31,10,38,9,62,50,23,30,28,7,33,63,37,48,30,76,12,34,12,32,32,11,32,9,59,42,43,33,36,10,24,66,33,50,38,0,,0,
,H,2011000004860,1,1500,-9,1,25,1053874,1073094,5,3,1,1,,1,2,2,2,,40,1,1200,3,4,,,,,,1,5,2,850,1,9,1,,1,1,3,1,,,1,2,4,7,5200,2,990,101,1,3,5200,0,2,2,2,1,1,1,2,1,2,0,1,1,,3,1,0,1,0,0,1,,,1,0,,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,9,5,5,1,9,2,1,5,5,8,8,2,5,5,5,1,9,5,5,6,1,5,4,8,1,8,10,5,7,1,1,9,4,5,5,8,1,5,5,4,8,6,5,2,6,1,2,5,5,7,9,2,5,6,4,2,8,5,6,6,2,5,4,9,1,7,8,4,6,1,2,7,5,6,4,8,0,0,1,
,H,2011000004925,1,200,-9,1,25,1053874,1073094,10,0,1,1,,1,2,2,2,,,,,,,,,,,,1,5,,,1,9,1,,1,,,1,5,,,,6,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,2,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,17,9,14,3,8,8,9,3,10,17,9,3,2,9,8,3,16,10,9,14,15,10,15,2,9,9,10,3,9,17,10,2,2,9,8,2,15,9,8,3,3,9,3,16,8,8,9,17,10,3,9,17,15,9,9,15,3,11,10,2,3,10,2,15,9,10,10,15,9,3,10,14,16,10,10,15,3,9,0,,0,
,H,2011000004935,1,4500,-9,1,25,1053874,1073094,27,0,1,,,1,3,5,,,,,,,,,,,,,1,5,2,850,1,9,1,,1,,,1,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,2,,,1,0,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,29,10,7,27,26,24,9,55,6,27,42,50,47,26,8,43,33,30,22,30,30,8,10,31,28,27,7,39,8,22,47,43,46,33,8,49,27,26,26,29,26,8,9,28,27,27,7,41,7,29,48,45,54,31,8,45,27,27,28,27,23,9,11,26,29,27,10,38,8,30,46,49,42,25,8,48,29,25,28,0,,0,
1200,H,2011000005035,1,900,-9,1,25,1053874,1073094,22,2,1,2,1,1,4,2,2,0,80,2,2700,210,1,,2,1000,1,1,1,9,,,1,9,1,,1,1,1,1,,750000,2,400,6,1,159900,4,,,1,1,159900,0,4,4,4,1,1,1,6,0,2,0,0,0,12,0,1,0,0,2,2,1,1648,3,0,1,65,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,41,20,23,7,44,18,23,36,22,20,37,21,25,24,39,6,7,19,35,31,7,19,20,44,6,21,25,6,22,20,7,20,22,23,5,35,45,21,35,41,6,25,21,34,7,22,18,7,21,21,7,22,21,20,7,34,36,23,6,6,36,22,24,7,40,20,21,39,22,25,36,23,24,26,34,7,7,25,0,,0,1
210,H,2011000005037,1,3000,-9,1,25,1053874,1073094,30,1,1,1,,1,3,3,2,0,400,1,360,50,4,,2,2300,1,1,1,4,,,1,9,1,100,1,1,1,1,,250000,0,30,1,,,,,,1,6,29060,0,4,4,4,1,1,1,5,0,,0,0,0,101,0,1,0,0,1,0,1,2901,2,0,1,46,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,48,7,40,25,34,11,26,36,41,39,31,9,58,38,31,57,33,9,36,8,10,30,31,9,40,33,63,49,26,64,13,35,31,27,10,25,52,22,43,25,34,52,11,32,23,51,31,29,11,38,30,54,10,8,30,9,39,53,34,41,47,32,24,62,10,51,10,8,30,15,51,28,27,29,45,23,8,33,8,0,,0,0
1400,H,2011000005133,1,1900,-9,1,25,1053874,1073094,11,3,1,1,,1,3,2,2,0,150,1,2,80,1,,2,950,1,1,1,4,,,1,9,1,,1,1,1,1,,120000,1,800,8,2,33500,2,,,2,1,33500,0,2,2,2,1,1,1,4,1,3,0,0,1,49,0,1,0,1,0,0,1,1364,3,0,1,37,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,3,9,10,9,14,7,11,3,18,4,3,12,11,18,14,3,14,2,11,10,19,11,10,14,3,9,13,20,3,21,21,9,9,3,3,19,9,32,10,11,3,11,13,18,12,9,10,4,15,3,2,7,11,20,12,3,11,2,11,10,16,12,11,10,2,10,10,25,2,17,21,11,9,3,4,23,13,16,0,,0,0
0,H,2011000005137,1,3000,-9,1,25,1053874,1073094,20,2,1,1,,1,3,3,2,370,60,2,2,40,3,,2,1400,1,1,1,6,,,1,9,1,,1,1,1,1,,430000,1,120,11,7,55110,4,,,4,3,55110,0,4,4,4,1,1,1,3,0,2,0,0,0,41,0,1,0,0,0,0,1,1880,3,0,1,37,2,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,28,7,13,34,23,33,7,15,39,32,33,21,24,34,20,4,27,34,27,31,14,25,23,7,13,5,23,20,4,3,16,19,20,16,12,45,17,6,7,6,17,6,23,28,21,35,7,25,40,33,24,23,22,17,22,7,17,31,29,30,17,26,17,8,21,5,32,17,6,6,23,18,15,24,17,35,15,5,8,1,,1,0
,H,2011000005156,1,4400,-9,1,25,1053874,1073094,72,0,1,,,1,3,5,,,,,,,,,,,,,1,5,,,2,9,1,,1,,,1,7,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,2,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,117,23,69,104,114,123,58,21,141,74,69,75,69,20,25,73,68,78,22,87,64,72,120,71,66,75,22,54,74,121,20,135,132,80,76,18,22,129,75,23,125,22,67,123,122,123,82,24,114,85,64,65,76,23,20,77,81,67,21,78,64,68,99,61,61,71,23,82,72,130,20,111,106,79,64,20,23,121,79,0,,0,
6100,H,2011000005276,1,3500,-9,1,25,1053874,1073094,18,2,1,2,1,1,4,2,2,0,130,2,2,140,1,,1,1600,1,1,1,8,,,1,9,1,,1,1,1,1,,701000,3,190,7,1,214000,4,,,1,1,214000,0,4,4,4,1,1,1,5,0,2,0,0,0,11,0,1,0,0,0,0,1,1886,3,0,1,68,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19,5,19,5,6,36,28,18,22,19,18,5,32,17,17,18,5,29,18,6,16,33,20,26,29,6,5,21,16,19,19,38,6,17,18,19,32,6,17,5,18,28,19,32,33,7,5,19,16,16,18,33,6,16,16,17,29,5,18,32,23,6,18,5,4,32,29,17,21,18,17,5,42,21,18,21,5,23,20,35,0,,0,1
,H,2011000005329,1,3301,-9,1,25,1053874,1073094,26,1,1,,,1,1,9,,,1,1,2,1,3,,,,,,1,3,2,230,1,9,1,,1,1,3,1,,,0,1,5,,,,230,29,3,6,9600,0,4,4,4,1,2,1,4,0,,0,0,0,,0,1,0,0,1,1,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,57,47,26,10,36,9,22,32,25,17,22,24,31,7,22,28,7,8,25,7,25,34,8,26,30,36,8,38,46,45,41,8,21,34,40,9,25,27,8,25,7,7,38,48,10,39,28,26,19,31,30,28,11,43,32,23,47,33,24,26,25,25,60,24,23,28,45,9,6,8,9,48,31,21,9,29,28,27,43,0,0,1,
1800,H,2011000005334,1,3900,-9,1,25,1053874,1073094,18,3,1,2,1,1,3,2,2,0,120,2,2,40,1,,,,,3,1,9,,,1,9,1,,1,1,2,1,,550000,2,730,4,2,271400,4,,,1,1,271400,0,4,4,4,1,1,1,6,0,3,0,0,0,4,0,1,0,0,1,0,1,896,,0,1,64,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,19,20,19,16,5,18,34,5,17,5,17,36,21,32,5,16,31,6,28,17,17,17,19,19,6,16,28,5,18,6,16,29,16,28,6,15,28,28,5,17,18,19,20,15,27,17,5,32,18,31,16,5,18,5,29,15,5,33,6,18,16,22,17,18,33,22,5,31,17,28,19,6,18,5,29,19,5,5,0,,0,0
2000,H,2011000005347,1,4000,-9,1,25,1053874,1073094,62,2,1,1,,1,4,2,2,0,90,2,250,3,3,,2,1800,1,1,1,7,,,1,9,1,,1,1,1,1,,350000,2,200,4,,,,,,1,7,83300,0,4,4,4,1,1,1,1,0,,0,1,0,30,4,1,0,0,0,0,2,2095,3,0,1,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,91,74,63,19,21,55,113,15,88,74,63,63,74,56,61,21,120,65,53,21,58,53,20,65,61,15,78,49,59,21,84,100,132,89,20,58,75,104,102,52,16,19,85,105,95,50,26,89,19,65,66,59,70,67,57,117,23,46,57,97,58,59,115,53,69,89,62,65,70,112,21,17,20,21,93,63,67,14,21,0,,1,1
,H,2011000005372,1,3400,-9,1,25,1053874,1073094,19,1,1,,,1,0,8,,,80,2,2,3,1,,,,,,1,2,2,1400,1,9,1,,1,1,3,1,,,0,2,1,,,,1480,101,1,6,3200,0,4,4,4,1,1,1,4,0,,0,0,0,,0,1,0,0,1,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,41,20,30,5,5,18,21,17,33,21,5,23,6,6,31,22,31,17,18,20,31,22,32,6,6,18,18,19,29,20,6,19,5,5,33,20,32,19,21,18,6,20,6,34,27,18,21,16,6,19,31,18,30,31,6,21,5,18,20,18,5,21,6,36,38,18,17,19,6,17,32,18,29,35,5,18,7,18,0,0,1,
790,H,2011000005375,1,1400,-9,1,25,1053874,1073094,15,2,1,1,,1,3,2,2,0,150,2,1500,3,4,,1,2500,1,1,1,7,,,1,9,1,370,1,1,1,1,,450000,3,360,4,7,63800,4,,,1,3,63800,0,4,4,4,1,1,1,6,0,2,0,0,0,60,0,1,0,0,0,0,1,3175,2,0,1,63,2,13,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,18,29,21,5,5,29,16,5,28,25,12,17,6,15,13,17,16,4,13,12,16,5,4,31,24,4,17,30,4,4,15,13,24,14,14,14,13,29,16,16,17,26,25,4,6,23,19,6,27,23,15,14,4,11,13,15,16,4,16,17,14,4,5,32,19,4,13,26,4,4,13,17,37,16,16,15,13,25,17,1,,1,1
,H,2011000005436,1,3700,-9,1,25,1053874,1073094,40,3,1,,,1,2,7,,,20,2,2,20,1,,,,,,1,3,2,1500,1,9,1,,1,1,3,1,,,1,40,10,7,93000,2,1543,20,1,3,93000,0,2,2,2,1,1,1,1,2,3,0,0,2,,0,1,0,1,0,0,2,,,1,0,,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,55,42,12,50,37,30,79,14,54,9,51,41,39,48,17,78,84,29,58,33,38,13,31,63,47,56,40,55,37,31,45,17,16,18,80,116,28,10,70,44,45,13,49,59,60,94,39,38,36,52,50,11,18,15,35,43,28,15,45,13,64,44,11,38,60,46,51,18,49,13,73,40,49,34,8,32,64,50,38,0,1,0,
,H,2011000005461,1,3600,-9,1,25,1053874,1073094,22,2,1,1,,1,2,2,2,,70,2,1200,3,4,,,,,,1,5,,,1,9,1,,1,1,4,1,,,1,140,4,4,25800,4,,,1,1,25800,0,4,4,4,1,1,1,7,0,2,0,0,0,,0,1,0,0,2,2,1,,,1,0,,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,47,39,32,7,21,22,32,5,17,25,8,20,20,8,30,20,18,34,25,6,6,5,7,43,23,20,9,37,20,21,38,22,17,31,20,23,19,19,9,35,33,40,42,8,19,21,34,7,23,22,5,16,21,8,24,16,20,21,36,7,6,6,6,43,24,24,9,32,24,26,40,20,21,45,16,19,21,24,1,,1,
,H,2011000005488,1,4700,-9,1,25,1053874,1073094,12,0,1,1,,1,9,2,2,,,,,,,,,,,,1,10,,,1,9,1,,1,,,1,5,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,12,4,13,20,16,19,13,12,14,13,11,4,3,4,11,20,4,13,19,13,11,23,12,4,4,3,14,10,8,11,12,23,21,23,13,4,17,13,4,13,12,4,12,23,24,16,11,10,12,12,13,4,4,4,12,28,5,9,16,12,12,19,13,4,4,4,15,14,11,12,13,19,21,20,12,4,25,0,,0,
,H,2011000005492,1,3303,-9,1,25,1053874,1073094,0,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,H,2011000005522,1,1000,-9,1,25,1053874,1073094,0,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
800,H,2011000005523,1,200,-9,1,25,1053874,1073094,3,3,1,3,1,1,2,2,2,0,90,2,3600,180,2,,,,,3,1,7,,,1,9,1,,1,1,2,1,,700000,3,2,1,4,84100,4,,,1,1,84100,0,4,4,4,1,1,1,5,0,3,0,0,0,18,0,1,0,0,2,2,1,1237,,0,0,65,0,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,2,2,0,0,2,2,0,1,2,1,1,1,0,2,2,2,4,2,4,4,3,4,2,2,3,4,2,3,5,1,2,2,2,4,0,1,2,1,2,1,2,2,1,1,1,2,1,2,1,1,0,1,1,2,3,2,3,2,3,3,4,4,1,2,4,4,3,4,4,2,2,2,2,3,0,0,,0,1
1200,H,2011000005589,1,2800,-9,1,25,1053874,1073094,14,4,1,1,,1,3,2,2,0,150,2,1400,200,4,,1,2200,1,1,1,6,,,1,9,1,,1,1,1,1,,345000,2,1200,3,2,69000,3,,,1,1,69000,0,3,3,3,1,1,1,4,2,4,0,0,2,48,0,1,0,1,0,0,1,2767,3,0,1,44,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,16,13,13,4,14,24,11,24,25,4,12,3,13,14,4,13,4,15,22,28,14,16,15,5,12,22,13,22,23,4,16,5,12,12,5,14,4,14,5,4,14,11,13,22,13,4,14,3,5,25,13,22,16,17,20,12,26,17,4,4,14,17,14,23,15,5,15,4,4,23,15,22,13,18,21,12,23,13,0,,0,0
,H,2011000005591,1,3200,-9,1,25,1053874,1073094,0,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
550,H,2011000005709,1,3301,-9,1,25,1053874,1073094,29,2,1,,,1,2,8,,300,30,2,2,30,4,,2,2000,1,1,1,4,,,1,9,1,,1,1,1,1,,460000,1,1,1,1,165000,4,,,1,1,165000,0,4,4,4,1,1,1,1,0,2,0,0,0,17,0,1,0,0,0,0,1,2406,3,0,0,34,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,30,42,8,30,28,30,10,32,56,28,8,9,39,37,9,52,30,43,29,44,27,53,8,32,28,28,9,32,45,30,10,9,26,26,9,52,29,53,27,8,29,11,62,27,30,31,63,27,10,32,47,45,39,28,52,9,29,8,25,8,25,9,53,30,29,30,44,26,8,32,45,50,26,27,47,10,28,9,33,0,,0,1
